germany,005049,44246,2023-02-10 14:27:31.998,2023-02-10
germany,005070,42899,2023-02-10 14:27:59.903,2023-02-10
germany,005075,44059,2023-02-10 14:27:51.033,2023-02-10
germany,005076,44245,2023-02-10 14:27:24.751,2023-02-10
germany,007004,49927,2023-02-10 14:35:59.500,2023-02-10
germany,007024,49343,2023-02-10 14:38:06.202,2023-02-10
germany,008016,43611,2023-02-10 14:41:58.162,2023-02-10
germany,008028,41848,2023-02-10 14:44:01.559,2023-02-10
germany,008041,43403,2023-02-10 14:43:45.910,2023-02-10
germany,009005,8542,2023-02-10 12:23:25.596,2023-02-10
germany,009043,8493,2023-02-10 12:34:01.323,2023-02-10
germany,009054,8542,2023-02-10 14:13:05.176,2023-02-10
germany,009065,8521,2023-02-10 12:24:19.337,2023-02-10
germany,010013,43387,2023-02-10 14:48:46.987,2023-02-10
germany,010014,43606,2023-02-10 14:48:37.784,2023-02-10
germany,010026,41825,2023-02-10 14:52:32.142,2023-02-10
germany,010048,43606,2023-02-10 14:48:47.483,2023-02-10
germany,010051,41825,2023-02-10 14:53:24.155,2023-02-10
germany,010058,43531,2023-02-10 14:48:56.921,2023-02-10
germany,010065,41825,2023-02-10 14:52:51.515,2023-02-10
germany,010086,41825,2023-02-10 14:53:06.283,2023-02-10
germany,012010,48576,2023-02-10 14:56:38.030,2023-02-10
germany,012013,49182,2023-02-10 14:53:55.356,2023-02-10
germany,012014,49182,2023-02-10 14:53:57.473,2023-02-10
germany,012026,49111,2023-02-10 14:55:38.197,2023-02-10
germany,012029,48887,2023-02-10 14:55:29.393,2023-02-10
germany,012051,49111,2023-02-10 14:56:53.844,2023-02-10
germany,012054,48590,2023-02-10 14:57:53.981,2023-02-10
germany,012055,48653,2023-02-10 14:56:18.747,2023-02-10
germany,012062,48531,2023-02-10 14:56:08.494,2023-02-10
germany,012067,49182,2023-02-10 14:54:05.190,2023-02-10
germany,012084,48531,2023-02-10 14:58:31.254,2023-02-10
germany,012094,48531,2023-02-10 14:57:31.994,2023-02-10
germany,012102,48590,2023-02-10 14:57:06.235,2023-02-10
germany,015001,48521,2023-02-10 12:30:26.601,2023-02-10
germany,015008,48521,2023-02-10 13:05:16.363,2023-02-10
germany,015023,48521,2023-02-10 12:31:03.478,2023-02-10
germany,015024,48521,2023-02-10 12:30:19.619,2023-02-10
germany,015031,48521,2023-02-10 12:30:55.357,2023-02-10
germany,015034,48358,2023-02-10 12:34:27.847,2023-02-10
germany,015035,48256,2023-02-10 12:33:41.769,2023-02-10
germany,015036,48256,2023-02-10 12:33:53.036,2023-02-10
germany,015037,48521,2023-02-10 12:30:46.472,2023-02-10
germany,015058,48521,2023-02-10 12:30:36.550,2023-02-10
germany,015059,48521,2023-02-10 12:30:51.541,2023-02-10
germany,015065,48441,2023-02-10 12:34:48.283,2023-02-10
germany,015075,48254,2023-02-10 12:34:16.394,2023-02-10
germany,017021,43791,2023-02-10 12:38:35.624,2023-02-10
germany,017037,42497,2023-02-10 12:38:45.339,2023-02-10
germany,017043,43400,2023-01-10 09:12:07.889,2023-01-10
germany,017053,43698,2023-02-10 12:38:42.061,2023-02-10
germany,018002,44047,2023-02-10 14:40:42.831,2023-02-10
germany,018022,44034,2023-02-10 12:45:52.181,2023-02-10
germany,018030,42402,2023-02-10 14:50:58.586,2023-02-10
germany,018077,42740,2023-02-10 12:46:24.119,2023-02-10
germany,018084,43847,2023-02-10 12:45:49.802,2023-02-10
germany,020017,42857,2023-02-10 13:34:46.124,2023-02-10
germany,020020,44771,2023-02-10 13:39:19.068,2023-02-10
germany,020035,42855,2023-02-10 12:55:54.460,2023-02-10
germany,020042,44771,2023-02-10 12:50:52.391,2023-02-10
germany,020056,43073,2023-02-10 14:51:16.793,2023-02-10
germany,020059,43239,2023-02-10 12:53:10.545,2023-02-10
germany,020064,42855,2023-02-10 12:57:10.678,2023-02-10
germany,021009,44535,2023-02-10 13:01:46.700,2023-02-10
germany,021011,44535,2023-02-10 14:16:24.518,2023-02-10
germany,021019,46077,2023-02-10 12:58:48.878,2023-02-10
germany,021026,44881,2023-02-10 12:59:35.306,2023-02-10
germany,021032,44535,2023-02-10 13:02:15.103,2023-02-10
germany,021066,44535,2023-02-10 13:02:29.282,2023-02-10
germany,023004,44399,2023-02-10 13:08:18.690,2023-02-10
germany,023013,44399,2023-02-10 13:09:40.868,2023-02-10
germany,023020,38042,2023-02-10 13:05:59.623,2023-02-10
germany,023032,46004,2023-02-10 13:06:38.206,2023-02-10
germany,023033,44527,2023-02-10 13:34:39.989,2023-02-10
germany,023034,46211,2023-02-10 13:05:20.179,2023-02-10
germany,023036,44399,2023-02-10 13:06:56.231,2023-02-10
germany,023040,46211,2023-02-10 13:05:04.037,2023-02-10
germany,023044,44399,2023-02-10 13:07:07.625,2023-02-10
germany,023056,44399,2023-02-10 13:10:36.311,2023-02-10
germany,023057,44400,2023-02-10 13:10:06.934,2023-02-10
germany,023058,44400,2023-02-10 13:10:24.531,2023-02-10
germany,023060,44452,2023-02-10 14:45:14.435,2023-02-10
germany,023065,46211,2023-02-10 13:05:04.155,2023-02-10
germany,023066,44399,2023-02-10 13:18:29.859,2023-02-10
germany,023077,46211,2023-02-10 13:05:20.179,2023-02-10
germany,027030,44465,2023-02-10 13:14:06.027,2023-02-10
germany,027034,44595,2023-02-10 13:14:08.176,2023-02-10
germany,027042,44424,2023-02-10 13:14:16.528,2023-02-10
germany,027045,44595,2023-02-10 13:12:54.389,2023-02-10
germany,029014,44409,2023-02-10 13:18:49.337,2023-02-10
germany,029066,49035,2023-02-10 13:19:40.838,2023-02-10
germany,031028,43398,2023-02-10 13:27:55.566,2023-02-10
germany,031029,45175,2023-02-10 13:23:11.894,2023-02-10
germany,031030,43329,2023-02-10 13:27:41.917,2023-02-10
germany,031069,45175,2023-02-10 13:23:11.736,2023-02-10
germany,032009,48000,2023-02-10 13:33:53.289,2023-02-10
germany,032041,47969,2023-02-10 13:33:57.775,2023-02-10
germany,032055,47498,2023-02-10 13:35:59.196,2023-02-10
germany,034002,49176,2023-02-10 13:39:40.541,2023-02-10
germany,034020,49444,2023-02-10 13:38:51.779,2023-02-10
germany,034027,49444,2023-02-10 13:38:50.219,2023-02-10
