usa,440099,11814,2023-02-10 01:27:15.799,2023-02-10
usa,441061,8909,2023-02-10 01:27:38.520,2023-02-10
usa,441070,8932,2023-02-10 01:27:37.012,2023-02-10
usa,441072,8932,2023-02-10 06:34:25.915,2023-02-10
usa,444051,9010,2023-02-10 01:29:04.897,2023-02-10
usa,446034,9985,2023-02-10 01:30:50.296,2023-02-10
usa,446103,9986,2023-02-10 01:32:32.336,2023-02-10
usa,446104,9985,2023-02-10 01:30:09.186,2023-02-10
usa,460181,9260,2023-02-10 02:49:43.121,2023-02-10
usa,460189,9260,2023-02-10 02:49:40.030,2023-02-10
usa,460191,9260,2023-02-10 02:49:41.174,2023-02-10
usa,460192,9237,2023-02-10 02:49:42.140,2023-02-10
usa,461073,8830,2023-02-10 02:45:23.928,2023-02-10
usa,461084,8830,2023-02-10 06:38:11.380,2023-02-10
usa,462049,9354,2023-02-10 07:37:11.644,2023-02-10
usa,463001,15710,2023-02-10 01:35:17.186,2023-02-10
usa,463002,15710,2023-02-10 01:35:18.876,2023-02-10
usa,463003,15709,2023-02-10 01:35:20.631,2023-02-10
usa,463004,15709,2023-02-10 01:35:05.378,2023-02-10
usa,463005,15709,2023-02-10 01:35:24.609,2023-02-10
usa,463006,15709,2023-02-10 07:05:38.064,2023-02-10
usa,463007,15709,2023-02-10 01:35:26.773,2023-02-10
usa,463008,15709,2023-02-10 01:35:28.732,2023-02-10
usa,463009,15709,2023-02-10 01:35:30.529,2023-02-10
usa,463010,15709,2023-02-10 01:35:38.934,2023-02-10
usa,463011,15709,2023-02-10 06:51:46.529,2023-02-10
usa,463012,15709,2023-02-10 01:35:34.102,2023-02-10
usa,463013,15709,2023-02-10 01:35:10.098,2023-02-10
usa,463014,15709,2023-02-10 01:35:36.488,2023-02-10
usa,463015,15709,2023-02-10 06:25:16.109,2023-02-10
usa,463016,15709,2023-02-10 01:35:43.094,2023-02-10
usa,463017,15709,2023-02-10 01:35:40.855,2023-02-10
usa,463018,14742,2023-02-10 01:36:03.994,2023-02-10
usa,463019,14742,2023-02-10 01:36:06.764,2023-02-10
usa,463020,14742,2023-02-10 07:58:26.311,2023-02-10
usa,463021,14177,2023-02-10 01:37:02.580,2023-02-10
usa,463023,14177,2023-02-10 01:37:08.385,2023-02-10
usa,463024,14742,2023-02-10 07:32:31.113,2023-02-10
usa,463025,14177,2023-02-10 01:36:59.944,2023-02-10
usa,463026,14742,2023-02-10 06:51:52.344,2023-02-10
usa,463027,14742,2023-02-10 01:36:51.015,2023-02-10
usa,463028,14742,2023-02-10 01:36:40.124,2023-02-10
usa,463029,14742,2023-02-10 01:36:14.879,2023-02-10
usa,463030,14742,2023-02-10 06:00:29.004,2023-02-10
usa,463031,14177,2023-02-10 01:37:11.342,2023-02-10
usa,463032,14742,2023-02-10 01:36:12.594,2023-02-10
usa,463033,15709,2023-02-10 01:35:12.201,2023-02-10
usa,463034,15709,2023-02-10 01:35:47.715,2023-02-10
usa,463035,14742,2023-02-10 06:51:54.842,2023-02-10
